Date,Dividends
2010-05-26 00:00:00+08:00,0.14792213
2010-09-08 00:00:00+08:00,0.18375
2011-05-24 00:00:00+08:00,0.21942
2011-09-07 00:00:00+08:00,0.1846211
2012-05-30 00:00:00+08:00,0.20242
2012-09-05 00:00:00+08:00,0.173484
2013-05-29 00:00:00+08:00,0.14909385
2013-09-04 00:00:00+08:00,0.18326735
2014-05-28 00:00:00+08:00,0.19816
2014-09-11 00:00:00+08:00,0.21065
2015-06-30 00:00:00+08:00,0.12174
2015-09-10 00:00:00+08:00,0.07577
2016-05-31 00:00:00+08:00,0.0295
2016-09-13 00:00:00+08:00,0.02492
2017-06-14 00:00:00+08:00,0.04357
2017-09-07 00:00:00+08:00,0.08122
2018-06-13 00:00:00+08:00,0.074306
2018-09-13 00:00:00+08:00,0.101936
2019-06-20 00:00:00+08:00,0.102362
2019-09-16 00:00:00+08:00,0.086303
2020-06-22 00:00:00+08:00,0.072201
2020-09-29 00:00:00+08:00,0.09793
2021-06-21 00:00:00+08:00,0.10607
2021-09-09 00:00:00+08:00,0.15653
2022-06-20 00:00:00+08:00,0.11311
2022-09-09 00:00:00+08:00,0.23338
2023-06-20 00:00:00+08:00,0.24277
2023-09-12 00:00:00+08:00,0.22907
2024-06-18 00:00:00+08:00,0.25287
2024-09-11 00:00:00+08:00,0.24033
2025-06-17 00:00:00+08:00,0.2727
2025-09-09 00:00:00+08:00,0.24105
